material,ethanol_pct,temperature_C,water_ppm,chloride_mg_L,dissolved_O2_ppm,TAN_mgKOH_g,conductivity_uS_cm,flow_velocity_m_s,exposure_hours,surface_roughness_Ra_um,inhibitor_present,pH,corrosion_rate_mm_per_y
ZnCoatedSteel,20,32.94,177.8,14.5,3.04,0.197,71.94,1.125,325,0.817,0,6.58,0.03016
LowCarbonSteel,20,34.61,605.8,9.41,7.93,0.136,73.64,0.45,329,0.435,1,6.82,0.03489
SS304,20,35.62,331.6,5.2,7.1,0.169,106.38,0.557,332,0.942,0,6.07,0.00217
LowCarbonSteel,20,54.64,459.5,3.77,2.23,0.215,81.88,0.523,171,2.232,0,6.7,0.01751
SS304,20,53.16,456.6,23.05,1.04,0.184,88.15,0.523,194,2.192,0,5.98,0.00163
Copper,20,45.02,317.2,8.86,6.75,0.207,86.59,0.153,175,1.797,0,6.43,0.01864
Copper,20,15.77,184.7,13.45,1.68,0.138,75.32,0.243,69,1.552,0,6.06,0.04402
SS304,20,22.63,543,1.45,5.48,0.154,67.07,0.475,218,0.781,0,6.43,0.00514
Al6061,20,34.34,313.8,3.02,3.22,0.18,86.95,0.761,130,1.247,0,5.65,0.01078
Copper,20,68.59,646.3,3.54,3.56,0.228,84.73,0.029,125,2.084,0,6.52,0.00909
LowCarbonSteel,20,41.16,543,0.55,5.16,0.272,84.75,0.046,213,2.158,0,6.82,0.03264
Al6061,20,61.12,402.2,3.36,5.23,0.182,56.76,0.559,146,0.841,0,5.88,0.00417
Al6061,20,62.89,157.9,35.58,7.11,0.177,83.28,0.837,140,2.422,0,6.35,0.00451
LowCarbonSteel,20,49.91,505.5,16.5,5.75,0.209,103.46,0.783,195,0.924,0,7.13,0.04312
SS304,20,40.4,308.4,12.2,2.49,0.127,68.87,0.35,156,1.96,1,5.91,0.00179
Copper,20,69.89,502,3.79,2.07,0.114,83.67,0.047,164,0.298,0,5.79,0.01025
Copper,20,61.9,494.7,5.03,7.1,0.11,80.78,0.605,260,0.686,0,6.09,0.01343
Al6061,20,33.49,394.9,24.86,2.57,0.191,69.11,0.603,129,1.316,0,6.47,0.01082
Brass,20,19.33,594.6,6.85,4.78,0.176,82.94,0.355,275,1.199,1,6.32,0.02195
Brass,20,31.72,528.5,1.04,7.15,0.194,91.34,0.754,259,0.535,0,5.79,0.01775
Al6061,20,49.09,459.9,10.47,1.49,0.119,68.9,0.238,36,1.274,1,5.61,0.00445
Copper,20,30.77,248.6,10.37,2.6,0.169,89.76,0.441,53,2.422,0,6.46,0.02995
SS304,20,43.92,624.8,6.08,1.5,0.218,59.45,0.809,237,1.428,0,6.28,0.00299
Brass,20,51.73,351,11.92,7.4,0.147,75.32,0.439,112,1.337,0,6.04,0.00907
Al6061,20,65.46,481.5,1.75,7.55,0.183,85.87,1.007,256,0.715,0,6.51,0.00631
SS304,20,33.85,362.4,13.92,1.37,0.199,83.88,0.616,63,0.397,0,6.45,0.00276
LowCarbonSteel,20,58.64,516.6,3.25,5.77,0.172,66.63,0.461,180,0.857,1,6.54,0.01514
Brass,20,60.71,469.5,1.51,2.47,0.207,72.9,0.677,322,1.72,1,6.07,0.00703
ZnCoatedSteel,20,27.28,750,2.76,3.41,0.147,86.93,0.566,307,1.953,0,6.74,0.02321
Copper,20,57.36,401.4,4.73,5.17,0.179,82.6,1.226,207,1.074,0,6.36,0.01516
LowCarbonSteel,20,51.48,440.9,3.5,7.9,0.17,80.26,0.95,182,0.85,0,5.9,0.03129
Brass,20,62.47,314.5,8.19,2.48,0.138,80.59,1.104,226,0.252,1,7.79,0.00937
LowCarbonSteel,20,57.58,358.7,5.27,6.19,0.105,90.72,0.463,277,0.857,0,5.99,0.02091
Brass,20,64,562.2,10.63,2.65,0.107,107.58,0.542,217,0.252,0,6.09,0.00769
Al6061,20,60.97,446.6,1.79,2.39,0.138,80.05,0.718,43,1.188,0,6.56,0.0063
ZnCoatedSteel,20,27.23,717.8,23.9,6.27,0.144,92.97,0.434,58,0.05,0,6.31,0.01973
Copper,20,28.07,299.5,3.52,3.89,0.155,94.22,0.135,272,2.013,1,6.59,0.0279
Al6061,20,36,622.4,12.86,0.84,0.191,80.41,0.358,86,1.794,0,6.37,0.00887
Al6061,20,67.69,316.6,4.28,6.06,0.134,70,0.909,301,0.487,0,7.23,0.00464
Al6061,20,32.19,610,6.93,5.7,0.156,76.78,0.094,315,1.108,0,6.85,0.0191
Al6061,20,35.28,280.2,6.81,5.13,0.195,82.39,0.888,217,2.417,1,6.9,0.01062
ZnCoatedSteel,20,35.76,613.9,2.94,7.81,0.174,72.97,0.283,32,0.426,0,5.59,0.01379
Al6061,20,63.19,572.2,4.34,5.22,0.203,75.37,1.122,163,1.609,0,6.51,0.00457
LowCarbonSteel,20,65.31,510.5,11.04,1.12,0.245,89.56,0.563,220,1.573,1,5.57,0.01127
LowCarbonSteel,20,69.91,486.3,3.21,7.89,0.14,103.39,0.875,268,0.813,0,6.68,0.02113
SS304,20,46.41,335.3,10.57,6.81,0.194,92.56,0.121,280,0.085,1,6.76,0.00184
Brass,20,35.51,339.4,11.31,4.32,0.142,66.31,1.089,285,1.129,0,6.79,0.03581
LowCarbonSteel,20,42.5,468,13.09,1.27,0.175,73.07,0.264,55,1.114,0,6.84,0.03891
SS304,20,19.7,259,4.53,5.43,0.154,89.12,0.666,294,1.678,1,5.8,0.00339
LowCarbonSteel,20,47.79,614.2,22.8,5.6,0.209,93.99,0.192,142,1.594,0,7.14,0.02856
Copper,20,28.55,363.4,6.27,4.94,0.075,85.57,0.564,320,1.827,0,5.71,0.04387
Copper,20,31.21,385.8,1.29,5.82,0.143,84.19,0.408,121,1.763,0,6.53,0.02898
Al6061,20,61.75,228.7,16.53,1.35,0.214,86.04,0.203,161,0.958,0,6.56,0.00659
ZnCoatedSteel,20,27.5,319.9,16.23,5.81,0.152,83.43,0.792,150,1.838,1,6.56,0.01348
Copper,20,37.11,352.5,1.35,5.6,0.167,93.97,0.26,171,0.472,0,6.18,0.03087
Copper,20,30.05,484.9,5.64,3.78,0.21,99.04,0.522,178,1.265,1,5.92,0.01956
ZnCoatedSteel,20,19.64,554.4,17.94,0.82,0.174,82.7,0.158,259,1.199,0,6.47,0.03075
ZnCoatedSteel,20,59.67,363.6,2.33,1.82,0.211,69.84,0.601,153,0.496,0,6.76,0.00756
SS304,20,15.63,341.4,4.81,3.37,0.188,69.06,0.059,306,0.05,0,6.7,0.00554
Al6061,20,64.72,337.5,2.66,4.41,0.116,75.54,0.994,90,0.457,0,7.13,0.0074
Al6061,20,31.03,114.3,14.35,7.84,0.145,72.59,0.01,298,0.05,0,6.18,0.01234
Brass,20,61.82,418.8,11.37,7.75,0.163,83.01,0.726,262,0.207,0,6.95,0.01326
Brass,20,62.39,534.7,4.19,6.47,0.181,71.65,0.747,220,0.779,0,7.16,0.01607
Al6061,20,25.56,466.8,6.18,1.77,0.205,91.92,0.287,266,0.301,1,6.49,0.01577
LowCarbonSteel,20,47.37,579,8.51,5.82,0.103,85.48,0.08,93,1.106,0,6.74,0.03425
Al6061,20,45.6,262.9,5.71,2.12,0.208,67.72,0.206,174,0.689,0,6.81,0.01131
Copper,20,21.93,588.2,7.41,2.14,0.155,82.33,0.838,321,1.091,0,6.35,0.04266
Al6061,20,35.65,501.4,13.92,5.7,0.086,64.53,0.225,334,0.404,0,6.74,0.01548
Brass,20,67.28,538.2,2.8,1.66,0.146,70.23,0.376,245,1.037,1,6.07,0.00713
Copper,20,19.76,608.5,11.91,7.23,0.194,83.17,1.301,314,0.782,0,6.65,0.04584
LowCarbonSteel,20,55.17,516.4,11.8,4.16,0.184,92.6,0.243,127,1.028,0,5.84,0.02614
LowCarbonSteel,20,41.13,595.7,12.21,4.15,0.215,68,0.044,49,1.433,1,6.48,0.03019
LowCarbonSteel,20,69.21,300.9,3.12,6.73,0.12,81.48,0.562,103,1.91,1,6.8,0.02025
LowCarbonSteel,20,34.83,324.6,3.41,3.02,0.128,82.32,0.188,305,1.082,0,6.62,0.05224
Al6061,20,34.33,450.7,11.12,0.57,0.125,75.91,0.665,305,1.436,1,6.23,0.00734
Copper,20,50.67,410.8,23.33,2.55,0.106,80.72,0.66,274,1.004,0,5.5,0.01965
ZnCoatedSteel,20,50.44,306.8,2.16,2.63,0.138,76.94,0.866,326,1.209,0,6.41,0.01312
Brass,20,21.67,363.8,0.84,7.96,0.177,102.89,1.016,197,1.455,0,6.69,0.0288
Al6061,20,18.63,479.7,7.75,1.13,0.119,86.77,0.508,284,0.725,1,7.16,0.01902
Al6061,20,50.15,353.3,10.07,6,0.186,81.27,0.604,233,1.908,0,5.9,0.00631
Copper,20,57.46,329.7,8.04,4.64,0.169,74.58,0.133,109,1.222,0,6.24,0.0158
Brass,20,65.77,400.9,13.01,7.12,0.17,86.56,0.259,123,1.397,0,6.41,0.00921
Brass,20,68.11,385.3,13.37,7.12,0.151,80.26,0.333,116,1.638,1,5.98,0.00529
LowCarbonSteel,20,37.7,368.4,1.76,2.21,0.118,68.96,0.361,324,1.404,1,6.6,0.03276
Copper,20,47.73,449.8,7.06,6.55,0.158,78.43,0.351,63,1.111,0,6.57,0.02272
LowCarbonSteel,20,49.69,614.3,2.79,4.53,0.189,72.97,0.768,232,1.92,0,6.36,0.0442
Brass,20,64.12,256.9,12.61,5.91,0.097,85.41,0.599,117,1.62,0,6.95,0.01496
Copper,20,33.4,293,5.34,5.73,0.175,77.61,0.367,77,1.121,0,6.12,0.02036
Al6061,20,68.79,449.2,11.48,7.59,0.112,83.82,0.673,152,1.674,1,6.71,0.00451
Brass,20,37.09,575.1,27.46,7.65,0.153,76.53,0.823,246,1.584,1,6.03,0.01184
SS304,20,54.47,434.9,21.36,1.55,0.126,92.99,0.418,141,0.711,1,6.38,0.00128
LowCarbonSteel,20,21.84,434.9,14.87,3.28,0.183,83.61,0.541,148,1.209,1,6.53,0.0682
Brass,20,34.89,599.1,25.25,1.07,0.188,86.93,0.248,303,0.968,0,5.74,0.0114
ZnCoatedSteel,20,50.18,418.6,4.78,4.88,0.141,73.24,0.289,324,0.609,0,6.66,0.01219
LowCarbonSteel,20,59.14,345.5,6.55,4.79,0.166,88.67,0.315,282,0.274,0,5.95,0.02338
ZnCoatedSteel,20,56.78,316.7,8.05,2.31,0.162,94.41,0.444,119,0.936,1,5.58,0.00524
LowCarbonSteel,20,53.06,232.7,7.98,4.27,0.164,85.5,0.453,272,1.435,0,6.36,0.03271
SS304,20,42.72,530,0.23,5.55,0.167,77.97,0.422,278,0.87,1,6.02,0.00205
Copper,20,65.41,570.7,24.65,1.05,0.168,89.97,0.515,263,0.904,1,6.43,0.01115
Copper,20,39.04,419.5,4.24,2.62,0.226,74.13,0.265,43,1.157,0,6.88,0.02815
SS304,20,24.62,506.9,6.07,4.9,0.165,72.19,0.66,152,0.691,0,6.82,0.0052
Al6061,20,40.38,327.9,2.03,5.58,0.145,71,0.003,27,1.4,0,5.51,0.00614
LowCarbonSteel,20,30.6,462,14.15,4.96,0.1,89.49,0.547,135,2.371,0,5.57,0.05129
Copper,20,38.5,359.7,4.86,6.33,0.189,102.08,0.405,79,0.05,0,6.35,0.0281
Brass,20,42.45,447.9,3.22,3.51,0.117,83.73,0.848,229,0.586,0,6.81,0.02617
ZnCoatedSteel,20,16.29,470.1,6.41,4.81,0.192,82.07,0.554,66,1.695,0,7.28,0.03436
Al6061,20,38.28,296.5,0.76,0.61,0.131,75.24,1.078,238,1.045,1,5.75,0.00697
Copper,20,62.15,567.4,4.31,6.39,0.149,80.27,0.308,256,0.952,0,6.71,0.01816
Copper,20,16.6,556.3,4.06,7.77,0.207,69.63,0.127,63,1.213,1,5.97,0.0347
Brass,20,37.96,354.2,1.8,7.82,0.204,54.19,0.448,224,1.952,1,6.63,0.01293
ZnCoatedSteel,20,26.12,527.1,2.72,6.69,0.166,81.07,0.06,73,0.342,0,6.92,0.0205
SS304,20,17.21,606.3,8.42,0.9,0.174,86.92,0.743,217,0.419,0,5.56,0.00509
LowCarbonSteel,20,24.31,595.9,1.98,7.19,0.129,83.86,0.22,244,1.139,0,5.58,0.06877
LowCarbonSteel,20,69.96,413.2,4.52,6.91,0.21,89.94,0.71,66,0.05,0,5.89,0.02104
LowCarbonSteel,20,23.8,340,9.29,5.07,0.167,54.11,0.653,141,2.05,1,6.7,0.04686
SS304,20,39.16,552.4,5.13,5.9,0.152,56.86,1.539,215,2.352,0,7.01,0.0027
ZnCoatedSteel,20,27.65,492.6,18.11,5.76,0.108,76.05,0.493,266,1.723,1,6.2,0.01762
ZnCoatedSteel,20,16.72,354.5,3.22,7.03,0.165,72.02,0.172,333,1.361,0,5.5,0.02696
SS304,20,64.11,474.2,2.44,0.55,0.142,75.49,0.679,73,1.775,1,6.32,0.00068
Copper,20,15.06,529.1,0.64,0.98,0.156,72.74,0.806,279,0.508,1,6.01,0.04722
LowCarbonSteel,20,60.4,361.8,9.55,3.4,0.217,79.15,0.357,149,0.898,0,6.2,0.02997
ZnCoatedSteel,20,40.94,378.3,14.26,6.26,0.187,77.7,0.938,309,0.533,0,6.24,0.01457
LowCarbonSteel,20,21.72,494.4,26.97,0.78,0.084,85.59,0.839,240,2.061,0,6.26,0.08015
Al6061,20,34.3,480.9,3.55,2.77,0.228,77.68,1.289,297,1.939,0,6.48,0.01642
LowCarbonSteel,20,49.39,418,20.47,2.22,0.171,80.22,0.442,286,1.539,0,6.46,0.032
ZnCoatedSteel,20,48.3,528.4,2.06,6.72,0.121,76.62,0.532,317,0.76,0,6.25,0.01088
Copper,20,45.06,283.6,16.36,7,0.246,68.92,0.887,294,0.942,1,6.23,0.01548
ZnCoatedSteel,20,39.94,432.6,0.39,4.27,0.196,73.91,0.663,143,1.241,0,6.87,0.01433
ZnCoatedSteel,20,52.62,277.7,9.16,3.35,0.193,84.15,0.254,24,1.79,0,6.35,0.00861
Copper,20,31.98,323.6,5.37,1.1,0.184,78.28,1.453,261,0.683,0,6.42,0.02774
ZnCoatedSteel,20,65.18,534,26.33,1.88,0.101,66.17,0.197,81,1.018,0,6.47,0.00705
Copper,20,35.12,522.4,13.83,5.63,0.177,81.9,0.435,182,1.085,0,6.58,0.02213
Brass,20,32.5,350.9,42.89,3.31,0.201,88.25,0.227,202,1.354,0,6.65,0.01563
ZnCoatedSteel,20,24.92,618.9,11.61,5.77,0.128,76.33,0.137,141,0.753,0,6.63,0.0316
Brass,20,55.84,374.5,4.78,3.44,0.18,79.92,0.629,31,2.265,0,5.87,0.00851
ZnCoatedSteel,20,31.41,458.1,18.49,0.95,0.198,77.17,0.245,281,1.363,0,6.04,0.01639
Al6061,20,51.12,351.9,3.03,2.14,0.177,85.18,0.824,71,0.775,0,6.09,0.00476
SS304,20,58.77,448.3,14.85,5.15,0.172,72.78,0.707,42,1.206,0,6.55,0.00125
Copper,20,46.65,662.7,6.9,3.16,0.143,81.61,0.234,157,0.05,1,6.55,0.01179
LowCarbonSteel,20,18.39,479,4.76,2.04,0.09,80.61,0.709,55,1.241,0,6,0.06903
Al6061,20,17.15,419,25.15,5.12,0.088,100.96,0.356,299,1.344,0,6.97,0.02001
Copper,20,38.27,635.7,5.79,1.41,0.209,80.3,0.811,236,0.324,0,6.53,0.02148
SS304,20,64.31,333.6,19.04,1.26,0.153,83.9,0.928,329,2.367,0,7.51,0.00137
Al6061,20,35.49,333,14.47,6.39,0.078,70.52,0.643,61,1.581,0,6.43,0.00976
Copper,20,29.07,635.4,3.51,5.98,0.167,82.37,0.413,24,1.744,0,6.09,0.02881
Brass,20,58.39,320.9,1.96,1.79,0.098,75.12,0.176,177,0.05,0,6.63,0.00671
Al6061,20,40.9,28,12.57,2.57,0.216,79.75,0.349,143,1.678,1,6.3,0.00672
SS304,20,25.99,480.3,4.81,3.68,0.126,68.73,0.011,261,1.477,0,6.17,0.00517
Al6061,20,43.1,395.6,12.04,6.52,0.205,82.53,0.76,311,1.659,1,5.95,0.00548
LowCarbonSteel,20,30.31,413.8,0.36,4.67,0.17,86.2,0.63,125,1.958,0,6.16,0.06484
ZnCoatedSteel,20,63.83,397,9.77,4.46,0.218,79.09,0.223,289,1.199,1,6.27,0.0047
SS304,20,34.5,266.4,16.81,1.29,0.122,74.51,0.129,299,1.353,1,7.21,0.00195
Copper,20,29.97,494.4,21.32,6.98,0.089,72.19,0.38,71,0.147,0,6.98,0.0418
SS304,20,20.99,529.8,3.38,1.81,0.194,75.81,0.251,67,1.22,0,6.59,0.00664
Al6061,20,66.31,589,7.55,5.4,0.113,91.46,0.776,318,0.05,1,6.8,0.00362
Copper,20,57.62,376.5,1.38,6.35,0.198,90.27,0.322,328,1.182,0,6.25,0.01624
SS304,20,37.17,402.5,9.58,6.43,0.145,70.97,0.236,277,0.539,0,6.36,0.00277
Copper,20,42.05,192,17.14,1.61,0.162,71.75,0.421,217,1.353,0,6.41,0.01382
Copper,20,20.42,362.9,4.17,5.31,0.182,68.74,0.4,49,1.832,1,7.08,0.03853
Al6061,20,59.96,349.5,4.86,3.51,0.181,98.9,0.264,315,1.206,1,5.75,0.00381
SS304,20,32.63,501.4,15.56,5.05,0.146,82.99,0.947,146,1.305,1,6.65,0.00216
LowCarbonSteel,20,40.39,261.4,1.85,6.99,0.057,62.65,0.395,55,2.014,1,6.23,0.02959
ZnCoatedSteel,20,65.76,586.1,1.09,4.81,0.174,93.71,0.041,37,0.152,0,6.33,0.00691
Brass,20,27.56,411.8,4.92,3.75,0.129,92.81,0.725,85,2.019,1,6.54,0.02324
Al6061,20,31.97,478.4,7.15,1.43,0.21,71.75,0.548,126,1.802,1,6.08,0.00979
ZnCoatedSteel,20,34.21,357.1,21.03,2.57,0.114,65.19,0.137,195,1.477,0,7.02,0.014
ZnCoatedSteel,20,54.4,429,12.71,1.26,0.231,85.77,0.179,214,1.482,0,6.34,0.01338
Al6061,20,53.47,577,11.09,4.8,0.113,83.97,0.752,269,1.352,0,6.2,0.00687
Copper,20,26.67,432.9,2.62,5.1,0.139,62.03,0.557,126,1.23,0,6.47,0.03949
SS304,20,22.06,678.8,19.38,7.43,0.156,90.08,0.276,197,1.46,1,6.36,0.00304
ZnCoatedSteel,20,69.92,426.2,1.85,3.42,0.116,73.46,0.052,140,2.665,1,6.2,0.00404
Al6061,20,30.84,444,4.23,6.5,0.14,79.64,0.314,197,1.773,0,6.02,0.01594
Copper,20,26.38,369.2,9.14,5.17,0.169,85.9,0.315,124,0.561,0,6.91,0.04622
LowCarbonSteel,20,50.75,320.6,9.83,0.88,0.131,89.16,0.027,175,1.035,1,6.28,0.0216
Al6061,20,24.13,456.9,5.52,7.77,0.24,83.86,0.232,133,0.729,0,5.53,0.01703
LowCarbonSteel,20,27.62,404.1,2.13,5.07,0.163,84.52,0.406,325,0.898,0,6.36,0.064
LowCarbonSteel,20,33.73,526,22.31,1.47,0.126,80.08,1.052,266,0.111,0,6.29,0.03693
Al6061,20,27.36,478.3,14.26,1.67,0.153,70.89,0.894,132,0.667,0,6.09,0.01852
LowCarbonSteel,20,61.7,673,6.83,2.87,0.159,73.59,1.052,315,1.14,0,7.06,0.027
ZnCoatedSteel,20,33.26,358.7,10.39,1.52,0.142,83.72,0.103,60,2.946,0,6.75,0.01725
SS304,20,46.58,493.8,4.26,3.07,0.139,61.7,0.67,60,1.295,1,6.54,0.00171
Brass,20,69.82,494.4,3.5,7.04,0.073,75.9,1.149,233,1.236,0,6.71,0.00761
Brass,20,29.29,438.4,2.65,0.56,0.213,98.47,0.553,290,1.55,0,5.84,0.01768
SS304,20,25.56,390.9,2.67,6.76,0.137,71.44,0.506,112,0.421,1,6.42,0.00433
Copper,20,60,327.3,8.51,2.44,0.23,93.29,0.839,261,2.769,0,6.99,0.01768
SS304,20,69.8,676.6,18.97,1.97,0.188,77.13,0.069,124,1.202,0,6.33,0.00107
LowCarbonSteel,20,62.69,522.3,8.79,0.68,0.16,87.39,1.473,50,1.622,0,6.36,0.0246
ZnCoatedSteel,20,55.33,517.1,7.5,2.35,0.159,69.1,0.066,288,2.199,1,5.59,0.00492
Brass,20,29.65,440,13.39,3.69,0.183,69.72,0.2,335,3.358,0,6.75,0.01965
ZnCoatedSteel,20,59.19,259.5,3.36,6.66,0.221,74.83,0.424,133,1.012,0,6.11,0.00818
Al6061,20,59.16,549.8,6.73,4.86,0.185,77.12,0.118,48,1.754,0,6.28,0.00544
LowCarbonSteel,20,42.2,392.6,12.95,4.62,0.164,67.33,0.632,243,0.05,0,6.26,0.04581
SS304,20,58.61,481.7,2.98,3.26,0.144,82.15,0.943,323,1.874,0,6.73,0.00204
Copper,20,63.16,564.7,5.19,3.74,0.209,76.72,1.042,326,0.113,1,6.63,0.0104
ZnCoatedSteel,20,27.09,360.8,4.39,5.6,0.165,64.76,1.068,165,1.559,1,5.99,0.01258
ZnCoatedSteel,20,67.25,438.8,4.96,6.12,0.179,87.61,0.386,266,2.203,0,6.84,0.00691
ZnCoatedSteel,20,68,464.5,2.83,5.66,0.188,89.87,0.199,128,1.05,0,6.52,0.00569
SS304,20,64.02,554.8,3.2,2.91,0.127,77.64,0.359,137,2.141,0,6.43,0.00105
SS304,20,21.81,319.4,6.11,6.31,0.14,60.12,0.567,31,0.739,0,6.13,0.00561
SS304,20,46.12,738.1,11.89,0.78,0.178,58.63,0.012,159,1.59,1,6.34,0.00165
ZnCoatedSteel,20,43.35,508.8,29.08,1.76,0.206,84.61,0.509,261,1.688,1,6.48,0.00912
ZnCoatedSteel,20,40.17,607.4,6.42,0.63,0.197,67.82,0.321,89,2.286,1,6.76,0.01361
SS304,20,19.17,376,13.49,5.87,0.152,58.31,0.792,315,1.768,0,6.06,0.00464
Al6061,20,56.14,327,17.67,3.09,0.165,86.13,0.629,270,1.526,1,6.82,0.00369
Brass,20,55.02,505.1,13.19,0.68,0.159,71.29,0.81,82,1.122,0,5.96,0.01567
Brass,20,23.11,650.7,0.99,5,0.091,73.72,0.389,320,1.726,0,6.18,0.02889
ZnCoatedSteel,20,33.18,819.3,6.03,4.61,0.094,73.87,0.548,237,0.894,1,6.58,0.01805
Al6061,20,47.59,281.3,5.22,1.69,0.183,72.05,0.244,132,2.045,1,6.28,0.00435
SS304,20,48.91,528.7,3.78,6.53,0.222,76.11,0.262,110,0.857,0,6.47,0.00174
SS304,20,31.64,72.2,16.76,7.84,0.187,81.36,0.006,292,2.454,0,6.23,0.00303
ZnCoatedSteel,20,43.63,438.3,20.81,7.48,0.179,79.81,0.055,172,0.498,1,5.88,0.01102
LowCarbonSteel,20,41.23,497.9,7.97,6.89,0.072,82.14,0.394,258,1.072,0,6.29,0.04322
SS304,20,63.54,674.7,2.45,7.64,0.197,91.19,0.153,40,0.782,0,6.29,0.00152
Al6061,20,60.54,215.9,5.47,5.45,0.105,93.31,0.04,202,0.375,1,6.29,0.00314
SS304,20,68.42,349.2,11.17,5.69,0.164,65.49,0.032,230,1.747,0,6.25,0.00097
Al6061,20,16.04,443.5,1.41,5.6,0.135,79.81,0.754,36,2.328,0,6.88,0.02219
Brass,20,22.31,434.6,8.33,3.61,0.12,103.26,0.745,270,1.369,0,6.84,0.03082
Al6061,20,30.1,581.6,6.05,5.07,0.217,81.42,0.112,29,1.625,0,6.56,0.01012
LowCarbonSteel,20,55.9,640.8,8.5,7.76,0.132,85.34,0.013,264,0.335,0,5.55,0.02213
LowCarbonSteel,20,20.91,306.7,1.36,7.4,0.147,63.85,0.395,319,1.72,0,6.36,0.05494
LowCarbonSteel,20,68.28,302.2,25.96,7.36,0.195,78.48,0.308,67,1.174,0,6.01,0.01428
LowCarbonSteel,20,50.78,492.7,5.82,2,0.144,100.2,0.622,204,1.579,0,6.63,0.03351
LowCarbonSteel,20,28.04,495.1,25.57,6.8,0.136,85.16,0.968,201,0.05,0,6.21,0.0439
SS304,20,66.53,526.3,0.72,4.32,0.148,74.58,0.97,89,0.886,0,6.38,0.00118
SS304,20,31.2,355.7,10.56,3.79,0.179,90.2,0.236,329,0.578,0,6.31,0.00351
Al6061,20,38.84,599,10.09,4.25,0.139,73.98,0.214,118,0.943,0,6.41,0.007
Copper,20,41.05,421.3,8.83,0.63,0.184,82.39,0.154,183,0.933,1,6.55,0.01637
LowCarbonSteel,20,29.44,167.6,6.38,4.59,0.125,77.3,0.891,132,0.283,1,6.31,0.05402
Brass,20,52.29,301,20.25,7.62,0.126,71.96,0.362,234,0.535,1,6.35,0.01023
LowCarbonSteel,20,54.13,435.5,10.85,2.23,0.065,95.23,0.599,299,1.9,0,6.64,0.02902
Brass,20,59.42,363.9,7.24,7.06,0.223,75.63,1.732,139,1.218,0,6.41,0.01161
SS304,20,21.02,480.9,15.24,1.61,0.138,80.38,0.391,226,0.207,1,6.88,0.00518
Copper,20,34.9,437.9,13.85,6.36,0.214,82.95,1.099,40,2.617,0,6.7,0.03096
Copper,20,41.42,461.9,6.15,3.72,0.122,64.39,0.459,133,0.162,0,6.41,0.02492
ZnCoatedSteel,20,18.18,529.8,3.15,4.1,0.121,76.64,0.083,167,1.476,0,6.45,0.0387
Copper,20,68.21,505,4.25,6.48,0.116,73.58,0.694,74,1.415,0,5.97,0.00966
Copper,20,51.12,618.4,10.18,2.56,0.104,81.74,0.394,319,1.326,0,5.5,0.01707
SS304,20,63.99,505.4,5.45,2,0.122,77.03,0.466,197,1.25,0,6.72,0.00131
SS304,20,21.05,507.8,9.59,2.09,0.108,86.75,0.859,286,0.984,1,6.49,0.00373
LowCarbonSteel,20,66.67,275.5,31.9,4.41,0.143,64.38,0.467,250,1.006,1,6.76,0.01938
LowCarbonSteel,20,31.52,366.9,24.71,3.98,0.13,78.68,0.072,205,1.627,0,6.52,0.06966
Brass,20,44.22,369,2.85,0.66,0.099,89,0.23,120,0.698,0,5.84,0.01199
ZnCoatedSteel,20,34.31,389,16.06,4.61,0.116,77.35,0.538,261,0.469,1,6.56,0.01377
SS304,20,65.91,468.4,2.43,3.3,0.158,79.31,0.454,33,1.93,0,6.4,0.00143
Al6061,20,58.54,332.6,11.41,7.65,0.163,84.12,0.685,318,1.273,1,6.61,0.00359
Brass,20,25.62,424.1,6.52,3.94,0.155,81.61,0.669,179,1.5,0,6.63,0.02526
Copper,20,23.51,647.1,7.6,6.08,0.211,82.05,0.284,181,0.886,1,6.07,0.02318
SS304,20,48.98,736,10.45,7.58,0.099,81.24,0.76,160,1.514,0,6.11,0.00249
Brass,20,56.38,608.8,2.37,4.15,0.177,77.39,0.531,134,1.319,0,6.44,0.0084
Al6061,20,17.75,536.4,4.02,0.94,0.148,89.07,0.214,71,1.306,1,6.41,0.01328
Brass,20,51.68,372.9,12.49,3.34,0.21,73.26,0.453,55,1.572,0,6.71,0.01411
Al6061,20,67.28,339.6,0.08,6.78,0.132,77.62,0.664,39,1.282,0,5.5,0.00398
Al6061,20,39.68,433.9,4.6,5.12,0.192,62.8,0.845,123,2.52,0,6.46,0.01139
Copper,20,22.25,523.7,24.36,4.69,0.098,85.03,0.456,228,0.407,1,6.14,0.02553
ZnCoatedSteel,20,42.4,292.7,32.68,5.66,0.19,65.14,0.985,107,1.288,0,6.92,0.01463
LowCarbonSteel,20,34.68,621.9,7.55,7.96,0.096,89.88,0.173,42,2.002,0,6.75,0.04487
Copper,20,53.22,296.1,7.65,4.77,0.205,60.47,1.371,175,0.05,0,5.76,0.01232
SS304,20,47.75,506.5,29.6,7.96,0.114,57.34,0.029,304,1.2,1,6.45,0.00156
LowCarbonSteel,20,60.79,467,5.29,4.67,0.172,86.93,0.218,284,2.505,0,6.45,0.02142
SS304,20,58.3,522.1,3.42,4.25,0.144,76.43,0.279,63,1.195,0,7,0.00166
Copper,20,33.85,534.4,5.75,4.9,0.171,64.1,0.063,57,0.612,0,6.53,0.0221
ZnCoatedSteel,20,26.28,579.6,15.7,6.44,0.189,70.74,1.109,109,0.685,1,5.97,0.01842
